transaction_id,amount,oldbalanceOrg,newbalanceOrig,is_fraud
2321,2169,8970,6801,0
2322,5142,16154,11012,0
2323,2557,3094,537,0
2324,2989,13095,10106,0
2325,2659,14672,12013,0
2326,8515,18932,10417,0
2327,3093,15228,12135,0
2328,1047,9559,8512,0
2329,3499,1064,-2435,0
2330,7614,4299,-3315,0
2331,7554,5849,-1705,0
2332,2644,6639,3995,0
2333,3993,19419,15426,0
2334,1788,12055,10267,0
2335,7912,19612,11700,0
2336,7218,17980,10346,1
2337,5199,11866,6667,0
2338,7388,4889,-2499,0
2339,1134,16458,15324,0
2340,707,18779,18072,0
2341,2189,1452,-737,0
2342,9606,11995,2389,0
2343,5261,3631,-1630,0
2344,9245,3186,-6059,0
2345,1939,6967,5028,0
2346,1023,5348,4325,0
2347,236,2459,2223,0
2348,7331,2942,-4389,0
2349,1838,15896,14058,0
2350,7919,15407,7488,0
2351,5598,16622,11024,0
2352,2033,15557,13524,0
2353,4976,17445,12469,0
2354,5901,18878,12977,0
2355,1090,18564,17474,0
2356,5046,14093,9047,0
2357,2573,3788,1215,0
2358,3302,11400,8098,0
2359,3596,17489,13893,0
2360,4441,4925,484,0
2361,6851,19292,12441,0
2362,6653,19433,12780,0
2363,3969,15568,11599,0
2364,171,13656,13485,0
2365,603,10466,9863,0
2366,3400,4904,1504,0
2367,6007,16467,10460,0
2368,6364,11419,5055,0
2369,673,17676,17003,0
2370,9334,11414,2080,0
2371,551,13165,12614,0
2372,5443,11683,6240,0
2373,5103,16442,11339,0
2374,877,5860,4983,0
2375,8633,4729,-3904,0
2376,5479,15400,9921,0
2377,6266,9619,3353,0
2378,9408,12164,2756,0
2379,1179,7110,5931,0
2380,840,7955,7115,0
2381,1661,1106,-555,0
2382,1146,5754,4608,0
2383,2820,12525,9705,0
2384,8677,7408,-1269,0
2385,9528,8635,-893,0
2386,1029,2225,1196,0
2387,5247,13196,7949,0
2388,1293,5250,3957,0
2389,669,16372,15703,0
2390,2020,18279,16259,0
2391,13009,13097,-555,1
2392,1743,19004,17261,0
2393,2135,13055,10920,0
2394,2181,6419,4238,0
2395,8276,18769,10493,0
2396,3481,16713,13232,0
2397,9038,12784,3746,0
2398,5634,3433,-2201,0
2399,6514,11998,4997,1
2400,8339,12575,4236,0
2401,2107,2301,194,0
2402,5078,7858,2780,0
2403,6407,9950,3543,0
2404,2767,9938,7171,0
2405,3930,6644,2714,0
2406,8196,12078,3882,0
2407,1910,10260,8350,0
2408,2620,15690,13070,0
2409,6910,4307,-2603,0
2410,1459,17488,16029,0
2411,8748,1395,-7353,0
2412,5027,11845,6818,0
2413,8009,4291,-3718,0
2414,6062,19394,13332,0
2415,16228,14138,-2746,1
2416,8905,5537,-3368,0
2417,6414,10860,4446,0
2418,9827,18435,8608,0
2419,3341,7618,4277,0
2420,7472,5723,-1749,0
2421,5115,15837,10722,0
2422,2988,9539,6551,0
2423,2849,2263,-586,0
2424,3394,14305,10911,0
2425,695,11934,11239,0
2426,7541,11265,3724,0
2427,4293,17339,13046,0
2428,7746,2351,-5395,0
2429,9167,8190,-1608,1
2430,1629,17650,16021,0
2431,6878,11885,5007,0
2432,1441,8434,6993,0
2433,9077,2022,-7055,0
2434,4723,3037,-1686,0
2435,9567,9756,189,0
2436,9445,14558,5113,0
2437,5008,18443,13435,0
2438,172,2424,2252,0
2439,1984,5123,3139,0
2440,3301,17603,14302,0
2441,8471,1405,-7066,0
2442,641,10829,10188,0
2443,915,19702,18787,0
2444,2024,10951,8927,0
2445,9843,9983,140,0
2446,7906,18693,10787,0
2447,214,13025,12811,0
2448,591,5929,5338,0
2449,5685,10522,4837,0
2450,9042,13638,4596,0
2451,5357,9702,4345,0
2452,15478,11764,-4524,1
2453,17864,13121,-5542,1
2454,8027,15219,7192,0
2455,2307,2617,310,0
2456,884,11248,10364,0
2457,5570,18904,13334,0
2458,699,2583,1884,0
2459,4010,7704,3694,0
2460,9624,8988,-636,0
2461,681,18959,18278,0
2462,7937,10953,3016,0
2463,1181,3613,2432,0
2464,5601,4892,-709,0
2465,9145,13336,4191,0
2466,6352,7733,1381,0
2467,1459,5431,3972,0
2468,2549,18765,16216,0
2469,14304,4515,-10601,1
2470,6295,5454,-841,0
2471,5442,8769,3327,0
2472,4270,9384,5114,0
2473,2371,14727,12356,0
2474,6174,4534,-1640,0
2475,3680,1755,-1925,0
2476,1763,19909,18146,0
2477,8110,18211,10101,0
2478,1948,19717,17769,0
2479,14750,9302,-6355,1
2480,5986,13907,7921,0
2481,6598,9984,3386,0
2482,8626,15385,6759,0
2483,6314,8181,1867,0
2484,7355,14445,7090,0
2485,7885,13875,5990,0
2486,9096,4414,-4682,0
2487,6643,16005,9362,0
2488,607,10501,9894,0
2489,3072,15245,12173,0
2490,2346,7457,5111,0
2491,9889,7749,-2140,0
2492,582,1296,714,0
2493,7531,10821,3290,0
2494,6181,17952,11771,0
2495,7107,6283,-824,0
2496,2100,14119,12019,0
2497,6576,8664,2088,0
2498,4634,8511,3877,0
2499,13833,6465,-7621,1
2500,1527,13557,12030,0
2501,3658,5382,1724,0
2502,1547,17449,15902,0
2503,3147,18263,15116,0
2504,6995,10408,3413,0
2505,107,14690,14583,0
2506,3760,6069,2309,0
2507,8545,12672,4127,0
2508,8184,17891,9707,0
2509,8113,8704,591,0
2510,11733,18509,6487,1
2511,4676,18269,13593,0
2512,620,8975,8355,0
2513,1737,13069,11332,0
2514,1864,7565,5701,0
2515,5065,5870,805,0
2516,2334,19909,17575,0
2517,9379,10117,738,0
2518,9293,2938,-6355,0
2519,5784,12554,6770,0
2520,6529,4232,-2297,0
2521,1759,4465,2706,0
2522,791,1440,649,0
2523,7558,17845,10287,0
2524,6833,6413,-420,0
2525,9907,12663,2242,1
2526,8225,6755,-2194,1
2527,10458,6012,-5174,1
2528,4986,17126,12140,0
2529,2123,7752,5629,0
2530,5889,1005,-4884,0
2531,3980,5776,1796,0
2532,9269,8038,-1231,0
2533,7274,7414,140,0
2534,1587,4970,3383,0
2535,9213,12050,2837,0
2536,2284,3606,1322,0
2537,4879,17482,12603,0
2538,6754,1525,-5229,0
2539,2436,7337,4901,0
2540,5556,2180,-3376,0
2541,6862,14057,7195,0
2542,2561,6922,4361,0
2543,6421,4071,-2350,0
2544,17,3792,3775,0
2545,8097,14844,6747,0
2546,2565,1014,-1551,0
2547,485,19799,19314,0
2548,5426,3685,-1741,0
2549,8686,17212,8526,0
2550,7249,10428,3179,0
2551,6720,9159,2439,0
2552,5010,5100,90,0
2553,4664,7374,2710,0
2554,8088,7004,-1084,0
2555,6073,6521,448,0
2556,2295,12412,10117,0
2557,14732,12755,-2965,1
2558,6981,4890,-2091,0
2559,3535,18175,14640,0
2560,2832,10191,7359,0
2561,4953,1151,-3802,0
2562,6540,14861,8321,0
2563,268,19475,19207,0
2564,292,16032,15740,0
2565,1908,5599,3691,0
2566,4145,13274,9129,0
2567,6639,13218,6579,0
2568,3210,3977,767,0
2569,5120,18226,13106,0
2570,7177,4793,-2384,0
2571,622,2659,2037,0
2572,697,6162,5465,0
2573,3700,11705,8005,0
2574,8814,17040,8226,0
2575,2317,5270,2953,0
2576,7143,14286,7143,0
2577,6519,4603,-1916,0
2578,9983,14772,4789,0
2579,5916,18600,12684,0
2580,2601,3291,690,0
2581,7193,14123,6930,0
2582,5258,4811,-447,0
2583,8776,14347,5571,0
2584,5118,14851,9733,0
2585,3614,16513,12899,0
2586,679,6142,5463,0
2587,4374,13194,8820,0
2588,7339,8526,1187,0
2589,1293,14513,13220,0
2590,933,13084,12151,0
2591,1135,14349,13214,0
2592,1539,16068,14529,0
2593,9796,5595,-4201,0
2594,8448,16402,7954,0
2595,3721,10955,7234,0
2596,8014,19554,11540,0
2597,9762,14996,5234,0
2598,6284,2185,-4099,0
2599,3874,4285,411,0
2600,7843,4447,-3396,0
2601,6798,11662,4864,0
2602,19149,5899,-13384,1
2603,274,17060,16786,0
2604,9597,2935,-6662,0
2605,655,10445,9790,0
2606,7554,10274,2720,0
2607,5579,11335,5756,0
2608,3000,18669,15669,0
2609,2514,9545,7031,0
2610,9356,8479,-877,0
2611,597,6255,5658,0
2612,9187,19269,10082,0
2613,4089,6062,1973,0
2614,3358,8066,4708,0
2615,6309,11712,5403,0
2616,3841,16991,13150,0
2617,9443,4022,-5421,0
2618,8391,2547,-5844,0
2619,9182,13210,4028,0
2620,9900,5204,-4696,0
2621,1725,8590,6865,0
2622,6460,2368,-4092,0
2623,5443,12529,7086,0
2624,1108,19141,18033,0
2625,7106,16945,9839,0
2626,2336,10709,8373,0
2627,9097,14644,5547,0
2628,6426,5917,-509,0
2629,6990,12877,5887,0
2630,6773,14224,7451,0
2631,1684,4052,2368,0
2632,7960,9382,1422,0
2633,9132,18316,9184,0
2634,8925,8240,-685,0
2635,6059,4238,-1821,0
2636,1099,11407,10308,0
2637,4588,1565,-3023,0
2638,9137,6558,-2579,0
2639,165,17375,17210,0
2640,9272,18127,8855,0
2641,1968,12103,10135,0
2642,6354,16174,9820,0
2643,5789,9722,3933,0
2644,6154,9753,3599,0
2645,5073,6629,1556,0
2646,3840,7318,3478,0
2647,9056,1301,-7755,0
2648,8841,8506,-335,0
2649,9804,9701,-103,0
2650,6669,7962,1293,0
2651,451,6429,5978,0
2652,6050,16866,10816,0
2653,5935,8248,2313,0
2654,7368,3203,-4165,0
2655,4638,3479,-1159,0
2656,6380,11386,5006,0
2657,9538,1434,-8104,0
2658,958,11230,10272,0
2659,8189,2706,-5483,0
2660,6125,6725,600,0
2661,469,19288,18819,0
2662,7578,4959,-2619,0
2663,4656,15521,10865,0
2664,402,12143,11741,0
2665,1797,7825,6028,0
2666,7384,7347,-37,0
2667,1148,13841,12693,0
2668,4751,3713,-1038,0
2669,7428,12561,5133,0
2670,6372,13787,7415,0
2671,2464,7512,5048,0
2672,9668,11596,1928,0
2673,3684,16182,12498,0
2674,1387,19687,18300,0
2675,6711,4221,-2490,0
2676,2607,2082,-525,0
2677,151,9637,9486,0
2678,2669,14123,11454,0
2679,4606,14042,9436,0
2680,9041,15133,6092,0
2681,5671,18976,13305,0
2682,6152,6608,456,0
2683,5636,6526,890,0
2684,8797,7472,-1325,0
2685,8482,3775,-4707,0
2686,433,16828,16395,0
2687,7009,13008,5999,0
2688,4259,18974,14715,0
2689,1760,16055,14295,0
2690,4767,19615,14848,0
2691,13975,6118,-8627,1
2692,4098,8960,4862,0
2693,4188,18945,14757,0
2694,7799,13464,5665,0
2695,2956,8596,5640,0
2696,9651,8240,-1411,0
2697,5404,5942,538,0
2698,7890,14536,6646,0
2699,15961,2600,-13986,1
2700,7240,6700,-540,0
2701,1541,7071,5530,0
2702,3000,11248,8248,0
2703,7165,13523,6358,0
2704,4503,18093,13590,0
2705,9345,18177,8832,0
2706,943,12047,11104,0
2707,1470,6765,5295,0
2708,2733,1026,-1707,0
2709,295,7693,7398,0
2710,274,7609,7335,0
2711,6826,10314,3488,0
2712,1772,17258,15486,0
2713,50,6309,6259,0
2714,5837,1011,-4826,0
2715,8269,16389,8120,0
2716,997,14671,13674,0
2717,7814,6774,-1040,0
2718,7799,17563,9764,0
2719,5727,1796,-3931,0
2720,7584,8279,-251,1
2721,5384,8188,2804,0
2722,4800,3024,-1776,0
2723,7193,8666,1473,0
2724,2534,4217,1683,0
2725,9287,7584,-1703,0
2726,2489,6285,3796,0
2727,9895,8370,-1525,0
2728,5164,18903,13739,0
2729,788,7856,7068,0
2730,9787,3432,-6355,0
2731,1502,5866,4364,0
2732,670,14566,13896,0
2733,1358,6054,4696,0
2734,9501,10108,607,0
2735,7861,19454,11593,0
2736,7166,2781,-4385,0
2737,2054,18900,16846,0
2738,7378,12062,4684,0
2739,3526,12774,9248,0
2740,9260,16958,7698,0
2741,9178,10638,1460,0
2742,4587,2379,-2208,0
2743,737,10675,9938,0
2744,7478,11266,3788,0
2745,352,18184,17832,0
2746,1457,16195,14738,0
2747,6591,11929,5338,0
2748,6327,6267,-60,0
2749,536,4257,3721,0
2750,6758,13069,6311,0
2751,415,1981,1566,0
2752,18529,11668,-7214,1
2753,9775,19472,9697,0
2754,3750,12656,8906,0
2755,1856,19510,17654,0
2756,1488,9063,7575,0
2757,781,19975,19194,0
2758,5535,10665,5130,0
2759,8780,7437,-1343,0
2760,203,11375,11172,0
2761,2017,3861,1844,0
2762,1195,13842,12647,0
2763,2404,19039,16635,0
2764,9994,19139,9145,0
2765,9312,7227,-2085,0
2766,4015,12424,8409,0
2767,7439,10643,3204,0
2768,2271,11310,9039,0
2769,3746,19951,16205,0
2770,6726,16233,9507,0
2771,4885,14200,9315,0
2772,8931,11532,2601,0
2773,4388,10680,6292,0
2774,7825,11619,3794,0
2775,3461,8150,4689,0
2776,7626,2766,-4860,0
2777,9846,4549,-5297,0
2778,2810,19693,16883,0
2779,8343,10634,2291,0
2780,5420,2976,-2444,0
2781,1465,16560,15095,0
2782,6902,13165,6263,0
2783,5818,3490,-2328,0
2784,6806,12995,6189,0
2785,4806,13019,8213,0
2786,5103,8425,3322,0
2787,1335,13857,12522,0
2788,4986,9689,4703,0
2789,9415,4976,-4439,0
2790,1169,15205,14036,0
2791,4660,1704,-2956,0
2792,4997,6452,1455,0
2793,4707,13849,9142,0
2794,350,7094,6744,0
2795,3838,4681,843,0
2796,1978,19300,17322,0
2797,713,10566,9853,0
2798,5492,8501,3009,0
2799,6386,2845,-3541,0
2800,1810,7413,5603,0
2801,5473,8990,3517,0
2802,4922,10628,5706,0
2803,4658,14230,9572,0
2804,8043,18754,10409,1
2805,2876,19312,16436,0
2806,192,2636,2444,0
2807,3122,19227,16105,0
2808,5680,15707,10027,0
2809,4502,18215,13713,0
2810,5833,6538,705,0
2811,1527,11317,9790,0
2812,16364,13454,-3370,1
2813,1366,16449,15083,0
2814,3639,9455,5816,0
2815,3638,16059,12421,0
2816,8220,16630,8410,0
2817,6142,2286,-3856,0
2818,9334,2529,-6805,0
2819,6598,11000,4402,0
2820,3321,7655,4334,0
2821,6058,2877,-3181,0
2822,6256,10941,4685,0
2823,997,19862,18865,0
2824,3331,14055,10724,0
2825,4625,17484,12859,0
2826,8375,4087,-4288,0
2827,3751,6828,3077,0
2828,3062,19675,16613,0
2829,6584,18077,11493,0
2830,736,6406,5670,0
2831,3770,12432,8662,0
2832,5816,4491,-1325,0
2833,1885,14358,12473,0
2834,7003,14354,7351,0
2835,4043,4392,349,0
2836,5453,3268,-2185,0
2837,999,6632,5633,0
2838,3754,4783,1029,0
2839,8621,15479,6858,0
2840,603,16387,15784,0
2841,1784,6969,5185,0
2842,945,9981,9036,0
2843,3818,9850,6032,0
2844,341,16172,15831,0
2845,7932,18402,10470,0
2846,2712,19337,16625,0
2847,5899,4657,-1242,0
2848,5064,19680,14616,0
2849,3878,18158,14280,0
2850,4210,10572,6362,0
2851,211,4182,3971,0
2852,2507,13979,11472,0
2853,1852,8867,7015,0
2854,9111,16155,7044,0
2855,4668,14006,9338,0
2856,7554,5329,-2225,0
2857,7728,4097,-3631,0
2858,780,2404,1624,0
2859,3165,6101,2936,0
2860,1638,2369,731,0
2861,396,7665,7269,0
2862,6041,19448,13407,0
2863,6449,3765,-2684,0
2864,6411,1716,-4695,0
2865,4018,14850,10832,0
2866,2476,2711,235,0
2867,2292,7261,4969,0
2868,1866,17392,15526,0
2869,7990,7086,-904,0
2870,2008,15362,13354,0
2871,5486,12223,6737,0
2872,9438,17220,7782,0
2873,4679,14392,9713,0
2874,9352,3246,-6106,0
2875,4328,3822,-506,0
2876,7074,18234,11160,0
2877,7456,18491,11035,0
2878,1441,17683,16242,0
2879,5634,10669,5035,0
2880,7471,2082,-5389,0
2881,1829,12148,10319,0
2882,1140,9167,8027,0
2883,6573,10557,3984,0
2884,2668,12728,10060,0
2885,3510,4951,1441,0
2886,8576,15677,7101,0
2887,2130,16969,14839,0
2888,4030,9967,5937,0
2889,3269,7768,4499,0
2890,1833,18836,17003,0
2891,1484,19065,17581,0
2892,2252,15039,12787,0
2893,3253,3303,50,0
2894,7000,16163,9163,0
2895,5170,8157,2987,0
2896,3144,19235,16091,0
2897,2080,19281,17201,0
2898,369,17129,16760,0
2899,1151,10519,9368,0
2900,1645,1244,-401,0
2901,4010,9948,5938,0
2902,3371,10015,6644,0
2903,6593,12019,5426,0
2904,7845,3779,-4066,0
2905,16,19230,19214,0
2906,3277,14723,11446,0
2907,6574,13803,7229,0
2908,9793,17857,8064,0
2909,4938,14698,9760,0
2910,2616,2792,176,0
2911,5916,16376,10460,0
2912,3283,19118,15835,0
2913,7621,14117,6496,0
2914,923,8215,7292,0
2915,2021,6188,4167,0
2916,1452,17018,15566,0
2917,5556,15701,10145,0
2918,1839,6281,4442,0
2919,8777,1944,-6833,0
2920,6478,2511,-3967,0
2921,939,13718,12779,0
2922,3709,18242,14533,0
2923,9665,9369,-296,0
2924,1064,13120,12056,0
2925,5754,14721,8967,0
2926,1910,3615,1705,0
2927,9659,18997,9338,0
2928,6990,16629,9639,0
2929,7079,3840,-3239,0
2930,9601,15051,5450,0
2931,3425,2774,-651,0
2932,452,14262,13810,0
2933,6228,4871,-1357,0
2934,4662,9273,4611,0
2935,7949,18229,10280,0
2936,7843,10408,2565,0
2937,9380,4260,-5120,0
2938,7607,4145,-3462,0
2939,4468,8802,4334,0
2940,6601,3263,-3338,0
2941,9459,9155,-304,0
2942,2319,1922,-397,0
2943,6278,7695,1417,0
2944,920,6758,5838,0
2945,4350,13576,9226,0
2946,4019,8816,4797,0
2947,6638,8556,1918,0
2948,2179,17225,15046,0
2949,2182,6930,4748,0
2950,5678,12633,6955,0
2951,6323,4512,-1811,0
2952,8325,7066,-1259,0
2953,8046,14207,6161,0
2954,6799,15322,8523,0
2955,795,3060,2265,0
2956,6149,15013,8864,0
2957,6354,3387,-2967,0
2958,2426,9031,6605,0
2959,8998,2799,-6199,0
2960,4164,3780,-384,0
2961,5629,2127,-3502,0
2962,10860,8365,-3305,1
2963,3817,15635,11818,0
2964,7161,8611,1450,0
2965,9503,13646,4143,0
2966,3246,8535,5289,0
2967,2362,15504,13142,0
2968,1942,10364,8422,0
2969,8566,3808,-4758,0
2970,4926,14055,9129,0
2971,5508,5297,-211,0
2972,956,12209,11253,0
2973,9579,1448,-8131,0
2974,1449,6008,4559,0
2975,7740,18177,10437,0
2976,4867,17820,12953,0
2977,350,7012,6662,0
2978,392,2620,2228,0
2979,9758,14584,4826,0
2980,8501,1948,-6553,0
2981,12057,10319,-2015,1
2982,368,17575,17207,0
2983,4941,13204,8263,0
2984,9724,12952,3228,0
2985,3466,18787,15321,0
2986,1637,19374,17737,0
2987,9505,2104,-7401,0
2988,6636,1548,-5088,0
2989,5014,12640,7626,0
2990,9336,8903,-433,0
2991,6662,19168,12506,0
2992,6426,11613,5187,0
2993,3180,18188,15008,0
2994,3845,9990,6145,0
2995,8027,12467,4440,0
2996,2161,5238,3077,0
2997,9439,5367,-4072,0
2998,6915,6651,-264,0
2999,2844,17204,14360,0
3000,9200,3093,-6107,0
3001,2577,5001,2424,0
3002,1317,8810,7493,0
3003,8858,12272,3414,0
3004,2670,5554,2884,0
3005,3740,19901,16161,0
3006,6217,9697,3480,0
3007,3172,18480,15308,0
3008,1150,13371,12221,0
3009,8468,10236,1768,0
3010,1718,14769,13051,0
3011,3640,8061,4421,0
3012,3221,19588,16367,0
3013,6548,4902,-1646,0
3014,9712,2352,-7360,0
3015,485,2596,2111,0
3016,7694,9767,2073,0
3017,9178,1679,-7499,0
3018,1217,13020,11803,0
3019,13467,13096,-782,1
3020,567,12385,11818,0
3021,892,9509,8617,0
3022,4771,6734,1963,0
3023,5877,16675,10798,0
3024,6973,13693,6720,0
3025,7176,8407,1231,0
3026,7939,12786,4847,0
3027,5357,3542,-1815,0
3028,7279,18062,10783,0
3029,9812,6366,-3446,0
3030,8135,8410,275,0
3031,2464,10835,8371,0
3032,4504,14647,10143,0
3033,1956,6541,4585,0
3034,2818,18218,15400,0
3035,6652,11433,4781,0
3036,3835,11547,7712,0
3037,3546,10860,7314,0
3038,6078,11745,5667,0
3039,3812,7818,4006,0
3040,4709,15101,10392,0
3041,1980,6028,4048,0
3042,5816,16798,10982,0
3043,6152,11954,5802,0
3044,2829,13770,10941,0
3045,9104,10438,1334,0
3046,374,19156,18782,0
3047,4268,19548,15280,0
3048,18953,8111,-11351,1
3049,1873,7113,5240,0
3050,125,3563,3438,0
3051,7094,16889,9795,0
3052,8026,9498,1472,0
3053,2394,9131,6737,0
3054,3945,3696,-249,0
3055,7752,8704,952,0
3056,5452,17442,11990,0
3057,2500,10765,8265,0
3058,6990,18524,11534,0
3059,9144,11002,1858,0
3060,7671,12390,4719,0
3061,1734,12668,10934,0
3062,8192,19946,11754,0
3063,2777,17244,14467,0
3064,1147,7641,6494,0
3065,4127,1941,-2186,0
3066,3430,13815,10385,0
3067,5855,7541,1686,0
3068,4788,16624,11836,0
3069,3916,10966,7050,0
3070,3647,2421,-1226,0
3071,18078,6765,-11700,1
3072,5939,17819,11880,0
3073,286,18223,17937,0
3074,2009,5001,2992,0
3075,1237,13647,12410,0
3076,6347,6248,-99,0
3077,3745,5959,2214,0
3078,705,19034,18329,0
3079,9511,19645,10134,0
3080,4162,4889,727,0
3081,7911,2326,-5585,0
3082,7480,6901,-579,0
3083,7547,4358,-3189,0
3084,2851,2585,-266,0
3085,4218,14500,10282,0
3086,8743,12560,3817,0
3087,1098,17772,16674,0
3088,3373,16818,13445,0
3089,34,4332,4298,0
3090,9774,18087,8313,0
3091,6154,3820,-2334,0
3092,5678,16472,10794,0
3093,4246,5959,1713,0
3094,10772,18443,7047,1
3095,8078,13366,5288,0
3096,2245,2301,56,0
3097,7305,11551,4246,0
3098,8402,5112,-3290,0
3099,8458,13763,5305,0
3100,3757,12774,9017,0
3101,3185,17882,14697,0
3102,4907,9620,4713,0
3103,5047,8245,3198,0
3104,7437,12831,5394,0
3105,8615,3105,-5510,0
3106,2024,10745,8721,0
3107,1391,6630,5239,0
3108,1108,4206,3098,0
3109,3436,19953,16517,0
3110,3665,3628,-37,0
3111,7948,11068,3120,0
3112,9111,14394,5283,0
3113,197,2067,1870,0
3114,5419,18890,13471,0
3115,2102,16245,14143,0
3116,2140,10859,8719,0
3117,5252,7642,2390,0
3118,8559,16377,7818,0
3119,5657,5066,-591,0
3120,5195,1947,-3248,0
3121,5786,2171,-3615,0
3122,7923,16831,8908,0
3123,7557,7114,-443,0
3124,7833,1171,-6662,0
3125,7365,13818,6453,0
3126,6475,10335,3860,0
3127,1507,11051,9544,0
3128,2565,7209,4644,0
3129,5419,11380,5961,0
3130,2961,4577,1616,0
3131,1248,9380,8132,0
3132,9175,5076,-4099,0
3133,4737,1157,-3580,0
3134,3975,8777,4802,0
3135,5696,9437,3741,0
3136,9252,12095,2843,0
3137,3711,16279,12568,0
3138,2790,8200,5410,0
3139,7408,19761,12353,0
3140,1598,15847,14249,0
3141,2378,10041,7663,0
3142,5799,2810,-2989,0
3143,446,8895,8449,0
3144,2838,19510,16672,0
3145,1566,7953,6387,0
3146,7580,7323,-257,0
3147,7490,6605,-885,0
3148,9506,6891,-2615,0
3149,192,4076,3884,0
3150,7200,19728,12528,0
3151,6697,1619,-5078,0
3152,5575,12094,6519,0
3153,7251,3407,-3844,0
3154,7661,13644,5983,0
3155,5585,4004,-1581,0
3156,1599,11678,10079,0
3157,9789,5039,-4750,0
3158,8861,2304,-6557,0
3159,169,6630,6461,0
3160,6565,8282,1717,0
3161,9213,4307,-4906,0
3162,8254,18745,10491,0
3163,14616,7665,-7267,1
3164,2317,5294,2977,0
3165,1238,2787,1549,0
3166,7236,2073,-5163,0
3167,5600,4599,-1001,0
3168,6929,16389,9460,0
3169,5595,12345,6750,0
3170,9237,13318,4081,0
3171,6056,17107,11051,0
3172,4955,4055,-900,0
3173,7937,18043,10106,0
3174,7026,7320,294,0
3175,7768,7513,-255,0
3176,5096,5642,546,0
3177,9466,10321,855,0
3178,7171,15432,8261,0
3179,1894,5466,3572,0
3180,1819,12458,10639,0
3181,3177,16879,13702,0
3182,6362,19855,13493,0
3183,9019,9284,265,0
3184,6066,11758,5692,0
3185,2447,18665,16218,0
3186,6478,11991,5513,0
3187,9090,5511,-3579,0
3188,5961,11796,5835,0
3189,5286,4881,-405,0
3190,8869,16668,7799,0
3191,7828,3413,-4415,0
3192,4738,2544,-2194,0
3193,2634,16729,14095,0
3194,5748,5784,36,0
3195,4242,6626,2384,0
3196,5803,5514,-289,0
3197,4533,2145,-2388,0
3198,5581,10102,4521,0
3199,9020,12498,3478,0
3200,9308,6450,-2858,0
3201,2234,18950,16716,0
3202,8399,5507,-2892,0
3203,6101,14535,8434,0
3204,8672,5248,-3424,0
3205,6371,14523,8152,0
3206,1958,4992,3034,0
3207,7104,9522,2418,0
3208,6328,9027,2699,0
3209,3806,12972,9166,0
3210,244,16305,16061,0
3211,9130,11793,2663,0
3212,3617,1529,-2088,0
3213,8053,5734,-2319,0
3214,532,14898,14366,0
3215,5914,19909,13995,0
3216,4898,13985,9087,0
3217,9831,14989,5158,0
3218,5842,3742,-2100,0
3219,7132,5635,-1497,0
3220,5852,5425,-427,0
3221,1326,9661,8335,0
3222,1134,4830,3696,0
3223,5631,1533,-4098,0
3224,5433,15250,9817,0
3225,2597,13247,10650,0
3226,9225,5087,-4138,0
3227,5682,9953,4271,0
3228,1388,14293,12905,0
3229,3384,10082,6698,0
3230,1529,3355,1826,0
3231,5787,2955,-2832,0
3232,7945,3971,-3974,0
3233,6103,6539,436,0
3234,8428,8493,65,0
3235,5365,19056,13691,0
3236,4978,3836,-1142,0
3237,9093,5939,-3154,0
3238,5584,4644,-940,0
3239,4082,19681,15599,0
3240,2267,4166,1899,0
3241,8598,10511,1913,0
3242,4434,1183,-3251,0
3243,3247,10475,7228,0
3244,3903,12332,8429,0
3245,2015,16173,14158,0
3246,2026,10988,8962,0
3247,9398,5722,-3676,0
3248,1782,16194,14412,0
3249,8363,18166,9803,0
3250,3986,18891,14905,0
3251,1761,15072,13311,0
3252,8977,16976,7999,0
3253,7440,6855,-585,0
3254,7180,14294,7114,0
3255,6479,13046,6567,0
3256,9141,1676,-7465,0
3257,3230,5090,1860,0
3258,549,13498,12949,0
3259,1471,13777,12306,0
3260,5194,9382,4188,0
3261,8557,16006,7449,0
3262,244,10034,9790,0
3263,1558,9526,7968,0
3264,7490,14930,7440,0
3265,4223,2110,-2113,0
3266,1683,17962,16279,0
3267,6718,17445,10727,0
3268,7992,1386,-6606,0
3269,2110,19584,17474,0
3270,3758,13906,10148,0
3271,3183,2683,-500,0
3272,1825,16033,14208,0
3273,3851,16708,12857,0
3274,8026,7321,-705,0
3275,7021,9678,2657,0
3276,4503,12924,8421,0
3277,684,14565,13881,0
3278,8098,9732,1634,0
3279,8588,6631,-1957,0
3280,2168,11252,9084,0
3281,2671,13438,10767,0
3282,2074,6169,4095,0
3283,3263,7787,4524,0
3284,4989,6232,1243,0
3285,7713,5288,-2425,0
3286,8941,7734,-1207,0
3287,1411,18464,17053,0
3288,3269,7240,3971,0
3289,3933,17581,13648,0
3290,4224,8814,4590,0
3291,3237,11386,8149,0
3292,2755,8851,6096,0
3293,6101,2600,-3501,0
3294,3876,7866,3990,0
3295,5828,4692,-1136,0
3296,2232,1332,-900,0
3297,2802,14709,11907,0
3298,9899,15109,5210,0
3299,4073,15847,11774,0
3300,1534,15507,13973,0
3301,8234,10963,2729,0
3302,6208,7106,898,0
3303,4035,8333,4298,0
3304,2576,17058,14482,0
3305,2813,7655,4842,0
3306,3719,6308,2589,0
3307,6165,2064,-4101,0
3308,729,10080,9351,0
3309,6526,12115,5589,0
3310,4589,7820,3231,0
3311,982,9512,8530,0
3312,3728,4957,1229,0
3313,7405,19766,12361,0
3314,4412,8008,3596,0
